feature_a,feature_b,region,target
0.5532605888887387,-0.44313175292018014,south,0
0.21760060921947388,0.323804186990013,north,0
-0.057989987866526184,-1.1715265703074953,south,1
-2.3189360947215656,0.3597177162640596,east,0
0.4314941677088505,-0.5640355938346974,north,1
-2.126279784450882,2.305788817458767,north,0
0.9099212170226342,-0.45875279541128033,east,0
0.6059655730064136,0.4194607028043974,west,0
0.8300566485784159,0.5428640977973445,north,0
0.8276983437153878,0.06497334286986749,west,1
0.2985144698332214,0.24855964241484493,north,0
-0.5350014137339273,-0.3369352511490387,north,0
-0.3070622870057959,0.0680285031317718,south,0
1.5080722715721342,0.1134094815639221,west,1
-0.5822293778059019,0.768278430806495,north,1
-0.22812380385128453,1.2186624025910853,south,0
-0.7245145044162855,-0.0597823714403905,south,1
-0.5172493374907822,1.3771777788880015,north,1
-0.30655788195456973,-0.03466918364848714,west,1
0.2565516458675206,-0.9716220453938154,south,1
-0.2938560550257995,-0.45601677708758465,north,0
-0.3547084649887684,-0.680123416361509,north,1
-0.6168151525371501,-0.23667272619480517,north,1
0.08958446690608873,0.057438340026504546,north,0
-1.3441660008066356,0.2153534625582482,north,0
0.052184899307776686,1.1716027851332038,west,0
1.3100257323485311,0.7437801546212626,north,0
-0.7669128788338543,-0.42823844985611775,north,0
-0.04539173803348671,0.5515534737636465,west,1
2.817209016484243,-0.06826337875483947,south,1
-0.9926744097609564,0.7752611319075144,east,0
-1.621141524211868,1.2428126618759907,north,0
-0.42680913157992273,-0.11002772308008839,north,0
1.8069379803781687,0.771995067513167,west,1
2.035115511784091,1.3816482171338023,east,0
-1.2159872631305197,0.37883793803959076,north,0
0.5701405884703373,-1.0862445667377492,west,1
0.004521431343134918,-0.10389325347882274,south,1
-0.5883707554353481,-0.8879412748840606,south,0
-1.9456978173547614,1.0032828019662987,south,0
1.0245839797071592,0.20885065248890933,west,0
-0.8605383067300788,0.32705887314839616,south,0
0.29900768417420936,1.7815660940993387,south,0
0.08189396317057414,0.7549318243747614,east,0
1.8701812688972848,0.14609657646337676,east,1
1.1759947894135871,-1.801280594650268,west,1
-1.1553360632608776,-0.5190239797800671,east,0
-0.2623951558776075,-0.6893594627343578,east,0
1.0368475527289776,-0.18891308948146338,north,0
